rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,624413,Pete Alonso,BAL,STL,2026-08-26T23:45:00Z,Pre-Game,2,Michael McGreevy,700241,R,70.5,Tier 2,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.1,53.9,66.1,100.0,50.0,100.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 16.2 HR allowed",EV profile; pitcher fly-ball pressure modest,15.47,56.01,93.92,104.2932,0.5587,0.2759,0.393,74.78,49.14,35.94,30.81,33.1,0.2408,9.57,41.71,90.08,0.4738,0.1956,26.41,Out To RF,92,Busch Stadium,
2,808959,Munetaka Murakami,CWS,TEX,2026-08-26T23:40:00Z,Pre-Game,2,MacKenzie Gore,669022,L,66.8,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot",80.5,46.9,70.1,100.0,50.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,28,0,"Last 7 games: 2/28, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 18.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.8,58.5,94.0,104.5222,0.495,0.279,0.362,74.8,51.2,43.5,38.2,29.0,0.286,9.48,42.56,89.42,0.3877,0.1516,28.21,Out To LF,81,Rate Field,
3,608369,Corey Seager,TEX,CWS,2026-08-26T23:40:00Z,Pre-Game,2,Sean Burke,680732,R,65.5,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",61.1,44.4,70.1,100.0,80.0,59.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,1,Contact streak: 11/28 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 18.8 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.67,50.03,92.06,102.6394,0.4962,0.2413,0.3608,71.8,15.44,40.57,31.2,15.4,0.1978,8.4,39.06,89.32,0.3968,0.1634,30.98,Out To LF,81,Rate Field,
4,545341,Randal Grichuk,CWS,TEX,2026-08-26T23:40:00Z,Pre-Game,3,MacKenzie Gore,669022,L,63.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.1,46.9,70.1,96.6,78.0,72.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.4,47.75,91.28,102.971,0.4759,0.2012,0.3351,74.25,43.73,45.31,28.5,10.4,0.2479,9.48,42.56,89.42,0.3877,0.1516,28.21,Out To LF,81,Rate Field,
5,678246,Miguel Vargas,CWS,TEX,2026-08-26T23:40:00Z,Pre-Game,1,MacKenzie Gore,669022,L,63.0,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",54.6,46.9,70.1,93.2,78.0,63.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,20,1,Contact streak: 9/20 over last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 18.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.04,44.21,90.4,100.4917,0.4882,0.2298,0.3687,72.98,33.58,44.14,35.59,25.1,0.2237,9.48,42.56,89.42,0.3877,0.1516,28.21,Out To LF,81,Rate Field,
6,687952,Christian Encarnacion-Strand,BAL,STL,2026-08-26T23:45:00Z,Pre-Game,5,Michael McGreevy,700241,R,61.4,Tier 3,Watch List,Strong Barrel,59.2,53.9,66.1,86.4,50.0,48.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.02,41.55,90.91,101.8549,0.5037,0.2633,0.3266,73.81,37.81,45.32,29.79,6.7,0.2236,9.57,41.71,90.08,0.4738,0.1956,26.41,Out To RF,92,Busch Stadium,
7,694212,Samuel Basallo,BAL,STL,2026-08-26T23:45:00Z,Pre-Game,4,Michael McGreevy,700241,R,60.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,53.9,66.1,94.9,80.0,18.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,1,"Last 7 games: 2/20, 1 HR","platoon edge; pitcher baseline 9.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.91,44.75,90.5,102.4155,0.4345,0.2015,0.3148,74.87,49.49,42.74,28.91,13.1,0.1937,9.57,41.71,90.08,0.4738,0.1956,26.41,Out To RF,92,Busch Stadium,
8,676475,Alec Burleson,STL,BAL,2026-08-26T23:45:00Z,Pre-Game,3,Kyle Bradish,680694,R,58.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.0,36.0,66.1,96.6,80.0,32.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.9,47.83,91.84,102.007,0.5172,0.2277,0.3716,73.21,33.79,43.82,27.54,20.1,0.1879,8.24,38.2,88.68,0.3746,0.1422,23.36,Out To RF,92,Busch Stadium,
9,691023,Jordan Walker,STL,BAL,2026-08-26T23:45:00Z,Pre-Game,4,Kyle Bradish,680694,R,58.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",56.4,36.0,66.1,94.9,50.0,69.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 11.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.86,48.46,92.44,104.5489,0.4505,0.1963,0.3319,78.94,83.12,37.47,24.75,20.7,0.1792,8.24,38.2,88.68,0.3746,0.1422,23.36,Out To RF,92,Busch Stadium,
10,592626,Joc Pederson,TEX,CWS,2026-08-26T23:40:00Z,Pre-Game,1,Sean Burke,680732,R,57.5,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",48.6,44.4,70.1,93.2,80.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.41,49.0,91.9,101.9895,0.4287,0.1908,0.3367,72.46,25.2,42.41,29.82,18.1,0.2114,8.4,39.06,89.32,0.3968,0.1634,30.98,Out To LF,81,Rate Field,
